Year,Series,Sex,Type of contract,Province,County,Municipality,Units,GeoCode,Value
2020,Employment rate,Female,,,,Ajangiz,%,Ajangiz,80.6
2019,Employment rate,Female,,,,Ajangiz,%,Ajangiz,85.1
2021,Employment rate,Female,,,,Ajangiz,%,Ajangiz,75.6
2023,Employment rate,Female,,,,Ajangiz,%,Ajangiz,81.0
2015,Employment rate,Female,,,,Ajangiz,%,Ajangiz,74.2
2018,Employment rate,Female,,,,Albiztur,%,Albiztur,77.5
2022,Employment rate,Female,,,,Albiztur,%,Albiztur,79.3
2015,Employment rate,Female,,,,Albiztur,%,Albiztur,80.2
2010,Employment rate,Female,,,,Albiztur,%,Albiztur,65.6
2021,Employment rate,Female,,,,Albiztur,%,Albiztur,73.8
2020,Employment rate,Female,,,,Albiztur,%,Albiztur,78.6
2023,Employment rate,Female,,,,Albiztur,%,Albiztur,81.2
2019,Employment rate,Female,,,,Albiztur,%,Albiztur,79.0
2016,Employment rate,Female,,,,Albiztur,%,Albiztur,71.4
2019,Employment rate,Female,,,,Alegia,%,Alegia,68.9
2021,Employment rate,Female,,,,Alegia,%,Alegia,68.9
2020,Employment rate,Female,,,,Alegia,%,Alegia,69.5
2010,Employment rate,Female,,,,Alegia,%,Alegia,60.2
2022,Employment rate,Female,,,,Alegia,%,Alegia,71.8
2023,Employment rate,Female,,,,Alegia,%,Alegia,70.5
2016,Employment rate,Female,,,,Alegia,%,Alegia,62.8
2015,Employment rate,Female,,,,Alegia,%,Alegia,64.1
2018,Employment rate,Female,,,,Alegia,%,Alegia,67.5
2022,Employment rate,Female,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,71.7
2015,Employment rate,Female,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,71.8
2021,Employment rate,Female,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,70.0
2019,Employment rate,Female,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,72.5
2010,Employment rate,Female,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,67.4
2018,Employment rate,Female,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,70.9
2023,Employment rate,Female,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,73.9
2016,Employment rate,Female,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,70.0
2020,Employment rate,Female,,,,Alegría-Dulantzi,%,Alegría-Dulantzi,73.1
2019,Employment rate,Female,,,,Alkiza,%,Alkiza,78.7
2015,Employment rate,Female,,,,Alkiza,%,Alkiza,76.8
2023,Employment rate,Female,,,,Alkiza,%,Alkiza,75.3
2020,Employment rate,Female,,,,Alkiza,%,Alkiza,81.1
2016,Employment rate,Female,,,,Alkiza,%,Alkiza,74.7
2021,Employment rate,Female,,,,Alkiza,%,Alkiza,73.1
2010,Employment rate,Female,,,,Alkiza,%,Alkiza,67.7
2022,Employment rate,Female,,,,Alkiza,%,Alkiza,80.7
2018,Employment rate,Female,,,,Alkiza,%,Alkiza,80.2
2010,Employment rate,Female,,,,Alonsotegi,%,Alonsotegi,55.0
2022,Employment rate,Female,,,,Alonsotegi,%,Alonsotegi,67.4
2018,Employment rate,Female,,,,Alonsotegi,%,Alonsotegi,63.0
2023,Employment rate,Female,,,,Alonsotegi,%,Alonsotegi,70.3
2016,Employment rate,Female,,,,Alonsotegi,%,Alonsotegi,59.7
2015,Employment rate,Female,,,,Alonsotegi,%,Alonsotegi,59.1
2021,Employment rate,Female,,,,Alonsotegi,%,Alonsotegi,65.8
2020,Employment rate,Female,,,,Alonsotegi,%,Alonsotegi,66.1
2019,Employment rate,Female,,,,Alonsotegi,%,Alonsotegi,63.2
2022,Employment rate,Female,,,,Altzaga,%,Altzaga,82.0
2021,Employment rate,Female,,,,Altzaga,%,Altzaga,70.0
2019,Employment rate,Female,,,,Altzaga,%,Altzaga,68.8
2018,Employment rate,Female,,,,Altzaga,%,Altzaga,62.5
2023,Employment rate,Female,,,,Altzaga,%,Altzaga,78.7
2020,Employment rate,Female,,,,Altzaga,%,Altzaga,63.5
2015,Employment rate,Female,,,,Altzaga,%,Altzaga,64.0
2016,Employment rate,Female,,,,Altzaga,%,Altzaga,75.0
2010,Employment rate,Female,,,,Altzaga,%,Altzaga,80.0
2015,Employment rate,Female,,,,Altzo,%,Altzo,65.6
2023,Employment rate,Female,,,,Altzo,%,Altzo,75.0
2018,Employment rate,Female,,,,Altzo,%,Altzo,70.3
2010,Employment rate,Female,,,,Altzo,%,Altzo,62.3
2016,Employment rate,Female,,,,Altzo,%,Altzo,69.3
2022,Employment rate,Female,,,,Altzo,%,Altzo,76.1
2021,Employment rate,Female,,,,Altzo,%,Altzo,66.7
2019,Employment rate,Female,,,,Altzo,%,Altzo,68.4
2020,Employment rate,Female,,,,Altzo,%,Altzo,66.1
2019,Employment rate,Female,,,,Amezketa,%,Amezketa,67.1
2021,Employment rate,Female,,,,Amezketa,%,Amezketa,70.0
2022,Employment rate,Female,,,,Amezketa,%,Amezketa,73.1
2016,Employment rate,Female,,,,Amezketa,%,Amezketa,61.4
2010,Employment rate,Female,,,,Amezketa,%,Amezketa,60.5
2020,Employment rate,Female,,,,Amezketa,%,Amezketa,70.6
2015,Employment rate,Female,,,,Amezketa,%,Amezketa,62.1
2018,Employment rate,Female,,,,Amezketa,%,Amezketa,64.3
2023,Employment rate,Female,,,,Amezketa,%,Amezketa,70.5
2016,Employment rate,Female,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,65.6
2023,Employment rate,Female,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,75.6
2021,Employment rate,Female,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,70.0
2015,Employment rate,Female,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,65.1
2019,Employment rate,Female,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,69.5
2022,Employment rate,Female,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,73.0
2010,Employment rate,Female,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,60.8
2018,Employment rate,Female,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,68.5
2020,Employment rate,Female,,,,Amorebieta-Etxano,%,Amorebieta-Etxano,70.8
2022,Employment rate,Female,,,,Amoroto,%,Amoroto,68.2
2019,Employment rate,Female,,,,Amoroto,%,Amoroto,62.1
2016,Employment rate,Female,,,,Amoroto,%,Amoroto,68.2
2023,Employment rate,Female,,,,Amoroto,%,Amoroto,72.5
2018,Employment rate,Female,,,,Amoroto,%,Amoroto,62.0
2010,Employment rate,Female,,,,Amoroto,%,Amoroto,62.9
2015,Employment rate,Female,,,,Amoroto,%,Amoroto,71.4
2021,Employment rate,Female,,,,Amoroto,%,Amoroto,64.3
2020,Employment rate,Female,,,,Amoroto,%,Amoroto,61.1
2010,Employment rate,Female,,,,Amurrio,%,Amurrio,58.6
2020,Employment rate,Female,,,,Amurrio,%,Amurrio,66.5
2023,Employment rate,Female,,,,Amurrio,%,Amurrio,70.5
2021,Employment rate,Female,,,,Amurrio,%,Amurrio,66.5
2016,Employment rate,Female,,,,Amurrio,%,Amurrio,60.1
2019,Employment rate,Female,,,,Amurrio,%,Amurrio,65.6
2022,Employment rate,Female,,,,Amurrio,%,Amurrio,69.2
2018,Employment rate,Female,,,,Amurrio,%,Amurrio,63.5
2015,Employment rate,Female,,,,Amurrio,%,Amurrio,60.7
2016,Employment rate,Female,,,,Andoain,%,Andoain,63.1
2019,Employment rate,Female,,,,Andoain,%,Andoain,69.0
2020,Employment rate,Female,,,,Andoain,%,Andoain,70.3
2015,Employment rate,Female,,,,Andoain,%,Andoain,63.8
2021,Employment rate,Female,,,,Andoain,%,Andoain,69.7
2023,Employment rate,Female,,,,Andoain,%,Andoain,75.0
2022,Employment rate,Female,,,,Andoain,%,Andoain,72.6
2018,Employment rate,Female,,,,Andoain,%,Andoain,66.5
2010,Employment rate,Female,,,,Andoain,%,Andoain,58.7
2019,Employment rate,Female,,,,Anoeta,%,Anoeta,68.8
2021,Employment rate,Female,,,,Anoeta,%,Anoeta,68.9
2023,Employment rate,Female,,,,Anoeta,%,Anoeta,73.7
2022,Employment rate,Female,,,,Anoeta,%,Anoeta,72.4
2016,Employment rate,Female,,,,Anoeta,%,Anoeta,61.5
2010,Employment rate,Female,,,,Anoeta,%,Anoeta,58.7
2020,Employment rate,Female,,,,Anoeta,%,Anoeta,71.2
2015,Employment rate,Female,,,,Anoeta,%,Anoeta,61.4
2018,Employment rate,Female,,,,Anoeta,%,Anoeta,69.0
2021,Employment rate,Female,,,,Antzuola,%,Antzuola,75.9
2016,Employment rate,Female,,,,Antzuola,%,Antzuola,68.6
2015,Employment rate,Female,,,,Antzuola,%,Antzuola,71.2
2023,Employment rate,Female,,,,Antzuola,%,Antzuola,78.0
2010,Employment rate,Female,,,,Antzuola,%,Antzuola,63.4
2019,Employment rate,Female,,,,Antzuola,%,Antzuola,74.8
2018,Employment rate,Female,,,,Antzuola,%,Antzuola,72.4
2022,Employment rate,Female,,,,Antzuola,%,Antzuola,77.0
2020,Employment rate,Female,,,,Antzuola,%,Antzuola,75.6
2022,Employment rate,Female,,,,Añana,%,Añana,74.4
2023,Employment rate,Female,,,,Añana,%,Añana,80.5
2021,Employment rate,Female,,,,Añana,%,Añana,78.9
2018,Employment rate,Female,,,,Añana,%,Añana,73.8
2016,Employment rate,Female,,,,Añana,%,Añana,72.2
2019,Employment rate,Female,,,,Añana,%,Añana,83.8
2020,Employment rate,Female,,,,Añana,%,Añana,85.0
2010,Employment rate,Female,,,,Añana,%,Añana,64.1
2015,Employment rate,Female,,,,Añana,%,Añana,64.7
2016,Employment rate,Female,,,,Arakaldo,%,Arakaldo,69.6
2020,Employment rate,Female,,,,Arakaldo,%,Arakaldo,68.1
2015,Employment rate,Female,,,,Arakaldo,%,Arakaldo,64.3
2023,Employment rate,Female,,,,Arakaldo,%,Arakaldo,76.3
2021,Employment rate,Female,,,,Arakaldo,%,Arakaldo,70.6
2019,Employment rate,Female,,,,Arakaldo,%,Arakaldo,72.9
2010,Employment rate,Female,,,,Arakaldo,%,Arakaldo,70.4
2022,Employment rate,Female,,,,Arakaldo,%,Arakaldo,79.6
2018,Employment rate,Female,,,,Arakaldo,%,Arakaldo,68.6
2021,Employment rate,Female,,,,Arama,%,Arama,75.8
2020,Employment rate,Female,,,,Arama,%,Arama,74.2
2019,Employment rate,Female,,,,Arama,%,Arama,76.3
2018,Employment rate,Female,,,,Arama,%,Arama,74.2
2010,Employment rate,Female,,,,Arama,%,Arama,69.5
2023,Employment rate,Female,,,,Arama,%,Arama,80.3
2016,Employment rate,Female,,,,Arama,%,Arama,75.4
2015,Employment rate,Female,,,,Arama,%,Arama,69.4
2022,Employment rate,Female,,,,Arama,%,Arama,69.8
2010,Employment rate,Female,,,,Aramaio,%,Aramaio,71.6
2020,Employment rate,Female,,,,Aramaio,%,Aramaio,73.4
2022,Employment rate,Female,,,,Aramaio,%,Aramaio,77.5
2021,Employment rate,Female,,,,Aramaio,%,Aramaio,73.5
2015,Employment rate,Female,,,,Aramaio,%,Aramaio,69.1
2023,Employment rate,Female,,,,Aramaio,%,Aramaio,77.4
2016,Employment rate,Female,,,,Aramaio,%,Aramaio,70.4
2018,Employment rate,Female,,,,Aramaio,%,Aramaio,76.9
2019,Employment rate,Female,,,,Aramaio,%,Aramaio,77.4
2020,Employment rate,Female,,,,Arantzazu,%,Arantzazu,64.6
2023,Employment rate,Female,,,,Arantzazu,%,Arantzazu,79.5
2010,Employment rate,Female,,,,Arantzazu,%,Arantzazu,60.7
2021,Employment rate,Female,,,,Arantzazu,%,Arantzazu,67.7
2019,Employment rate,Female,,,,Arantzazu,%,Arantzazu,68.8
2022,Employment rate,Female,,,,Arantzazu,%,Arantzazu,74.8
2015,Employment rate,Female,,,,Arantzazu,%,Arantzazu,62.8
2018,Employment rate,Female,,,,Arantzazu,%,Arantzazu,63.1
2016,Employment rate,Female,,,,Arantzazu,%,Arantzazu,65.0
2021,Employment rate,Female,,,,Areatza,%,Areatza,67.6
2023,Employment rate,Female,,,,Areatza,%,Areatza,72.3
2020,Employment rate,Female,,,,Areatza,%,Areatza,69.4
2010,Employment rate,Female,,,,Areatza,%,Areatza,63.7
2022,Employment rate,Female,,,,Areatza,%,Areatza,71.3
2015,Employment rate,Female,,,,Areatza,%,Areatza,68.0
2019,Employment rate,Female,,,,Areatza,%,Areatza,71.7
2018,Employment rate,Female,,,,Areatza,%,Areatza,68.8
2016,Employment rate,Female,,,,Areatza,%,Areatza,67.4
2019,Employment rate,Female,,,,Aretxabaleta,%,Aretxabaleta,72.2
2022,Employment rate,Female,,,,Aretxabaleta,%,Aretxabaleta,75.0
2021,Employment rate,Female,,,,Aretxabaleta,%,Aretxabaleta,73.3
2015,Employment rate,Female,,,,Aretxabaleta,%,Aretxabaleta,69.8
2016,Employment rate,Female,,,,Aretxabaleta,%,Aretxabaleta,70.5
2018,Employment rate,Female,,,,Aretxabaleta,%,Aretxabaleta,71.3
2023,Employment rate,Female,,,,Aretxabaleta,%,Aretxabaleta,76.3
2020,Employment rate,Female,,,,Aretxabaleta,%,Aretxabaleta,73.3
2010,Employment rate,Female,,,,Aretxabaleta,%,Aretxabaleta,67.2
2019,Employment rate,Female,,,,Armiñón,%,Armiñón,71.2
2020,Employment rate,Female,,,,Armiñón,%,Armiñón,68.0
2010,Employment rate,Female,,,,Armiñón,%,Armiñón,63.1
2021,Employment rate,Female,,,,Armiñón,%,Armiñón,68.6
2016,Employment rate,Female,,,,Armiñón,%,Armiñón,70.0
2022,Employment rate,Female,,,,Armiñón,%,Armiñón,77.6
2023,Employment rate,Female,,,,Armiñón,%,Armiñón,72.2
2015,Employment rate,Female,,,,Armiñón,%,Armiñón,70.6
2018,Employment rate,Female,,,,Armiñón,%,Armiñón,74.3
2020,Employment rate,Female,,,,Arraia-Maeztu,%,Arraia-Maeztu,79.1
2015,Employment rate,Female,,,,Arraia-Maeztu,%,Arraia-Maeztu,71.0
2019,Employment rate,Female,,,,Arraia-Maeztu,%,Arraia-Maeztu,77.2
2023,Employment rate,Female,,,,Arraia-Maeztu,%,Arraia-Maeztu,80.2
2010,Employment rate,Female,,,,Arraia-Maeztu,%,Arraia-Maeztu,70.0
2016,Employment rate,Female,,,,Arraia-Maeztu,%,Arraia-Maeztu,72.3
2022,Employment rate,Female,,,,Arraia-Maeztu,%,Arraia-Maeztu,78.1
2021,Employment rate,Female,,,,Arraia-Maeztu,%,Arraia-Maeztu,76.3
2018,Employment rate,Female,,,,Arraia-Maeztu,%,Arraia-Maeztu,75.7
2016,Employment rate,Female,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,69.2
2020,Employment rate,Female,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,74.8
2021,Employment rate,Female,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,72.7
2010,Employment rate,Female,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,63.1
2019,Employment rate,Female,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,72.1
2023,Employment rate,Female,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,77.7
2022,Employment rate,Female,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,76.1
2015,Employment rate,Female,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,64.2
2018,Employment rate,Female,,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,72.4
2023,Employment rate,Female,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,71.2
2018,Employment rate,Female,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,65.5
2016,Employment rate,Female,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,62.4
2015,Employment rate,Female,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,63.1
2021,Employment rate,Female,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,67.2
2020,Employment rate,Female,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,66.6
2010,Employment rate,Female,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,62.7
2019,Employment rate,Female,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,65.7
2022,Employment rate,Female,,,,Arrasate/Mondragón,%,Arrasate/Mondragón,70.0
2022,Employment rate,Female,,,,Arratzu,%,Arratzu,75.2
2016,Employment rate,Female,,,,Arratzu,%,Arratzu,70.2
2023,Employment rate,Female,,,,Arratzu,%,Arratzu,83.9
2010,Employment rate,Female,,,,Arratzu,%,Arratzu,77.2
2021,Employment rate,Female,,,,Arratzu,%,Arratzu,72.5
2018,Employment rate,Female,,,,Arratzu,%,Arratzu,74.4
2019,Employment rate,Female,,,,Arratzu,%,Arratzu,71.3
2020,Employment rate,Female,,,,Arratzu,%,Arratzu,77.6
2015,Employment rate,Female,,,,Arratzu,%,Arratzu,74.2
2020,Employment rate,Female,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,74.2
2021,Employment rate,Female,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,69.2
2022,Employment rate,Female,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,73.4
2016,Employment rate,Female,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,74.5
2018,Employment rate,Female,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,73.2
2015,Employment rate,Female,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,69.6
2010,Employment rate,Female,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,66.9
2019,Employment rate,Female,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,74.2
2023,Employment rate,Female,,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,77.0
2023,Employment rate,Female,,,,Arrieta,%,Arrieta,78.2
2019,Employment rate,Female,,,,Arrieta,%,Arrieta,71.4
2015,Employment rate,Female,,,,Arrieta,%,Arrieta,67.9
2010,Employment rate,Female,,,,Arrieta,%,Arrieta,68.6
2022,Employment rate,Female,,,,Arrieta,%,Arrieta,78.6
2021,Employment rate,Female,,,,Arrieta,%,Arrieta,76.8
2018,Employment rate,Female,,,,Arrieta,%,Arrieta,70.3
2016,Employment rate,Female,,,,Arrieta,%,Arrieta,68.9
2020,Employment rate,Female,,,,Arrieta,%,Arrieta,71.5
2019,Employment rate,Female,,,,Arrigorriaga,%,Arrigorriaga,66.1
2022,Employment rate,Female,,,,Arrigorriaga,%,Arrigorriaga,70.7
2021,Employment rate,Female,,,,Arrigorriaga,%,Arrigorriaga,67.3
2010,Employment rate,Female,,,,Arrigorriaga,%,Arrigorriaga,61.1
2018,Employment rate,Female,,,,Arrigorriaga,%,Arrigorriaga,64.2
2023,Employment rate,Female,,,,Arrigorriaga,%,Arrigorriaga,73.4
2020,Employment rate,Female,,,,Arrigorriaga,%,Arrigorriaga,67.6
2015,Employment rate,Female,,,,Arrigorriaga,%,Arrigorriaga,63.0
2016,Employment rate,Female,,,,Arrigorriaga,%,Arrigorriaga,62.9
2021,Employment rate,Female,,,,Artea,%,Artea,67.0
2022,Employment rate,Female,,,,Artea,%,Artea,69.7
2019,Employment rate,Female,,,,Artea,%,Artea,70.6
2023,Employment rate,Female,,,,Artea,%,Artea,75.8
2018,Employment rate,Female,,,,Artea,%,Artea,70.1
2015,Employment rate,Female,,,,Artea,%,Artea,67.7
2020,Employment rate,Female,,,,Artea,%,Artea,71.2
2016,Employment rate,Female,,,,Artea,%,Artea,64.4
2010,Employment rate,Female,,,,Artea,%,Artea,68.9
2019,Employment rate,Female,,,,Artzentales,%,Artzentales,58.0
2016,Employment rate,Female,,,,Artzentales,%,Artzentales,56.8
2015,Employment rate,Female,,,,Artzentales,%,Artzentales,61.9
2021,Employment rate,Female,,,,Artzentales,%,Artzentales,58.9
2023,Employment rate,Female,,,,Artzentales,%,Artzentales,64.2
2010,Employment rate,Female,,,,Artzentales,%,Artzentales,61.1
2020,Employment rate,Female,,,,Artzentales,%,Artzentales,62.1
2018,Employment rate,Female,,,,Artzentales,%,Artzentales,60.0
2022,Employment rate,Female,,,,Artzentales,%,Artzentales,57.4
2016,Employment rate,Female,,,,Artziniega,%,Artziniega,61.0
2023,Employment rate,Female,,,,Artziniega,%,Artziniega,69.6
2019,Employment rate,Female,,,,Artziniega,%,Artziniega,66.1
2010,Employment rate,Female,,,,Artziniega,%,Artziniega,59.2
2020,Employment rate,Female,,,,Artziniega,%,Artziniega,66.9
2015,Employment rate,Female,,,,Artziniega,%,Artziniega,62.4
2022,Employment rate,Female,,,,Artziniega,%,Artziniega,69.0
2018,Employment rate,Female,,,,Artziniega,%,Artziniega,64.5
2021,Employment rate,Female,,,,Artziniega,%,Artziniega,67.1
2020,Employment rate,Female,,,,Asparrena,%,Asparrena,68.1
2015,Employment rate,Female,,,,Asparrena,%,Asparrena,64.8
2019,Employment rate,Female,,,,Asparrena,%,Asparrena,67.7
2023,Employment rate,Female,,,,Asparrena,%,Asparrena,71.8
2016,Employment rate,Female,,,,Asparrena,%,Asparrena,67.6
2022,Employment rate,Female,,,,Asparrena,%,Asparrena,67.1
2021,Employment rate,Female,,,,Asparrena,%,Asparrena,65.4
2010,Employment rate,Female,,,,Asparrena,%,Asparrena,66.3
2018,Employment rate,Female,,,,Asparrena,%,Asparrena,68.3
2016,Employment rate,Female,,,,Asteasu,%,Asteasu,69.5
2021,Employment rate,Female,,,,Asteasu,%,Asteasu,73.8
2019,Employment rate,Female,,,,Asteasu,%,Asteasu,73.2
2023,Employment rate,Female,,,,Asteasu,%,Asteasu,78.5
2018,Employment rate,Female,,,,Asteasu,%,Asteasu,73.4
2022,Employment rate,Female,,,,Asteasu,%,Asteasu,74.4
2020,Employment rate,Female,,,,Asteasu,%,Asteasu,75.2
2010,Employment rate,Female,,,,Asteasu,%,Asteasu,68.4
2015,Employment rate,Female,,,,Asteasu,%,Asteasu,71.4
2023,Employment rate,Female,,,,Astigarraga,%,Astigarraga,83.9
2019,Employment rate,Female,,,,Astigarraga,%,Astigarraga,78.9
2018,Employment rate,Female,,,,Astigarraga,%,Astigarraga,77.2
2022,Employment rate,Female,,,,Astigarraga,%,Astigarraga,81.8
2015,Employment rate,Female,,,,Astigarraga,%,Astigarraga,74.7
2010,Employment rate,Female,,,,Astigarraga,%,Astigarraga,68.2
2016,Employment rate,Female,,,,Astigarraga,%,Astigarraga,74.7
2020,Employment rate,Female,,,,Astigarraga,%,Astigarraga,80.0
2021,Employment rate,Female,,,,Astigarraga,%,Astigarraga,79.6
2015,Employment rate,Female,,,,Ataun,%,Ataun,70.0
2010,Employment rate,Female,,,,Ataun,%,Ataun,66.7
2018,Employment rate,Female,,,,Ataun,%,Ataun,72.1
2016,Employment rate,Female,,,,Ataun,%,Ataun,68.8
2022,Employment rate,Female,,,,Ataun,%,Ataun,77.0
2021,Employment rate,Female,,,,Ataun,%,Ataun,72.0
2019,Employment rate,Female,,,,Ataun,%,Ataun,72.9
2023,Employment rate,Female,,,,Ataun,%,Ataun,77.0
2020,Employment rate,Female,,,,Ataun,%,Ataun,73.4
2016,Employment rate,Female,,,,Atxondo,%,Atxondo,59.6
2022,Employment rate,Female,,,,Atxondo,%,Atxondo,69.8
2019,Employment rate,Female,,,,Atxondo,%,Atxondo,67.8
2023,Employment rate,Female,,,,Atxondo,%,Atxondo,73.5
2021,Employment rate,Female,,,,Atxondo,%,Atxondo,71.4
2010,Employment rate,Female,,,,Atxondo,%,Atxondo,55.7
2018,Employment rate,Female,,,,Atxondo,%,Atxondo,63.2
2015,Employment rate,Female,,,,Atxondo,%,Atxondo,57.1
2020,Employment rate,Female,,,,Atxondo,%,Atxondo,63.3
2018,Employment rate,Female,,,,Aulesti,%,Aulesti,72.6
2019,Employment rate,Female,,,,Aulesti,%,Aulesti,72.2
2016,Employment rate,Female,,,,Aulesti,%,Aulesti,74.9
2010,Employment rate,Female,,,,Aulesti,%,Aulesti,65.4
2023,Employment rate,Female,,,,Aulesti,%,Aulesti,69.8
2015,Employment rate,Female,,,,Aulesti,%,Aulesti,69.4
2021,Employment rate,Female,,,,Aulesti,%,Aulesti,70.6
2020,Employment rate,Female,,,,Aulesti,%,Aulesti,70.2
2022,Employment rate,Female,,,,Aulesti,%,Aulesti,68.8
2022,Employment rate,Female,,,,Ayala/Aiara,%,Ayala/Aiara,74.5
2010,Employment rate,Female,,,,Ayala/Aiara,%,Ayala/Aiara,64.5
2018,Employment rate,Female,,,,Ayala/Aiara,%,Ayala/Aiara,69.6
2023,Employment rate,Female,,,,Ayala/Aiara,%,Ayala/Aiara,76.1
2020,Employment rate,Female,,,,Ayala/Aiara,%,Ayala/Aiara,70.8
2019,Employment rate,Female,,,,Ayala/Aiara,%,Ayala/Aiara,69.7
2016,Employment rate,Female,,,,Ayala/Aiara,%,Ayala/Aiara,67.1
2015,Employment rate,Female,,,,Ayala/Aiara,%,Ayala/Aiara,66.9
2021,Employment rate,Female,,,,Ayala/Aiara,%,Ayala/Aiara,70.3
2022,Employment rate,Female,,,,Azkoitia,%,Azkoitia,71.6
2020,Employment rate,Female,,,,Azkoitia,%,Azkoitia,69.6
2018,Employment rate,Female,,,,Azkoitia,%,Azkoitia,65.9
2021,Employment rate,Female,,,,Azkoitia,%,Azkoitia,69.3
2019,Employment rate,Female,,,,Azkoitia,%,Azkoitia,67.5
2010,Employment rate,Female,,,,Azkoitia,%,Azkoitia,59.4
2023,Employment rate,Female,,,,Azkoitia,%,Azkoitia,72.9
2015,Employment rate,Female,,,,Azkoitia,%,Azkoitia,63.1
2016,Employment rate,Female,,,,Azkoitia,%,Azkoitia,62.2
2010,Employment rate,Female,,,,Azpeitia,%,Azpeitia,58.9
2018,Employment rate,Female,,,,Azpeitia,%,Azpeitia,68.0
2021,Employment rate,Female,,,,Azpeitia,%,Azpeitia,70.6
2019,Employment rate,Female,,,,Azpeitia,%,Azpeitia,69.5
2020,Employment rate,Female,,,,Azpeitia,%,Azpeitia,70.1
2015,Employment rate,Female,,,,Azpeitia,%,Azpeitia,63.3
2023,Employment rate,Female,,,,Azpeitia,%,Azpeitia,74.9
2022,Employment rate,Female,,,,Azpeitia,%,Azpeitia,72.4
2016,Employment rate,Female,,,,Azpeitia,%,Azpeitia,62.9
2010,Employment rate,Female,,,,Bakio,%,Bakio,64.7
2015,Employment rate,Female,,,,Bakio,%,Bakio,68.4
2023,Employment rate,Female,,,,Bakio,%,Bakio,76.8
2021,Employment rate,Female,,,,Bakio,%,Bakio,72.7
2016,Employment rate,Female,,,,Bakio,%,Bakio,68.6
2020,Employment rate,Female,,,,Bakio,%,Bakio,72.0
