Year,Series,Sexo,Tipo de contrato,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2015,Tasa de ocupación,Mujer,,,,Hondarribia,%,Hondarribia,64.5
2021,Tasa de ocupación,Mujer,,,,Hondarribia,%,Hondarribia,69.9
2020,Tasa de ocupación,Mujer,,,,Hondarribia,%,Hondarribia,70.2
2016,Tasa de ocupación,Mujer,,,,Hondarribia,%,Hondarribia,64.0
2023,Tasa de ocupación,Mujer,,,,Hondarribia,%,Hondarribia,74.5
2019,Tasa de ocupación,Mujer,,,,Hondarribia,%,Hondarribia,68.8
2018,Tasa de ocupación,Mujer,,,,Hondarribia,%,Hondarribia,67.4
2020,Tasa de ocupación,Mujer,,,,Ibarra,%,Ibarra,68.7
2016,Tasa de ocupación,Mujer,,,,Ibarra,%,Ibarra,63.1
2023,Tasa de ocupación,Mujer,,,,Ibarra,%,Ibarra,75.1
2019,Tasa de ocupación,Mujer,,,,Ibarra,%,Ibarra,67.7
2010,Tasa de ocupación,Mujer,,,,Ibarra,%,Ibarra,60.0
2015,Tasa de ocupación,Mujer,,,,Ibarra,%,Ibarra,61.8
2022,Tasa de ocupación,Mujer,,,,Ibarra,%,Ibarra,73.2
2018,Tasa de ocupación,Mujer,,,,Ibarra,%,Ibarra,67.5
2021,Tasa de ocupación,Mujer,,,,Ibarra,%,Ibarra,69.3
2018,Tasa de ocupación,Mujer,,,,Ibarrangelu,%,Ibarrangelu,69.1
2023,Tasa de ocupación,Mujer,,,,Ibarrangelu,%,Ibarrangelu,66.5
2021,Tasa de ocupación,Mujer,,,,Ibarrangelu,%,Ibarrangelu,64.7
2016,Tasa de ocupación,Mujer,,,,Ibarrangelu,%,Ibarrangelu,66.7
2020,Tasa de ocupación,Mujer,,,,Ibarrangelu,%,Ibarrangelu,64.7
2015,Tasa de ocupación,Mujer,,,,Ibarrangelu,%,Ibarrangelu,67.9
2010,Tasa de ocupación,Mujer,,,,Ibarrangelu,%,Ibarrangelu,68.6
2022,Tasa de ocupación,Mujer,,,,Ibarrangelu,%,Ibarrangelu,69.8
2019,Tasa de ocupación,Mujer,,,,Ibarrangelu,%,Ibarrangelu,66.0
2015,Tasa de ocupación,Mujer,,,,Idiazabal,%,Idiazabal,65.9
2023,Tasa de ocupación,Mujer,,,,Idiazabal,%,Idiazabal,73.8
2018,Tasa de ocupación,Mujer,,,,Idiazabal,%,Idiazabal,67.1
2010,Tasa de ocupación,Mujer,,,,Idiazabal,%,Idiazabal,62.8
2020,Tasa de ocupación,Mujer,,,,Idiazabal,%,Idiazabal,71.9
2022,Tasa de ocupación,Mujer,,,,Idiazabal,%,Idiazabal,72.2
2021,Tasa de ocupación,Mujer,,,,Idiazabal,%,Idiazabal,72.3
2019,Tasa de ocupación,Mujer,,,,Idiazabal,%,Idiazabal,71.6
2016,Tasa de ocupación,Mujer,,,,Idiazabal,%,Idiazabal,67.1
2023,Tasa de ocupación,Mujer,,,,Igorre,%,Igorre,68.4
2016,Tasa de ocupación,Mujer,,,,Igorre,%,Igorre,62.6
2015,Tasa de ocupación,Mujer,,,,Igorre,%,Igorre,61.5
2022,Tasa de ocupación,Mujer,,,,Igorre,%,Igorre,66.3
2020,Tasa de ocupación,Mujer,,,,Igorre,%,Igorre,65.3
2019,Tasa de ocupación,Mujer,,,,Igorre,%,Igorre,63.7
2021,Tasa de ocupación,Mujer,,,,Igorre,%,Igorre,65.2
2010,Tasa de ocupación,Mujer,,,,Igorre,%,Igorre,58.3
2018,Tasa de ocupación,Mujer,,,,Igorre,%,Igorre,61.6
2015,Tasa de ocupación,Mujer,,,,Ikaztegieta,%,Ikaztegieta,57.2
2019,Tasa de ocupación,Mujer,,,,Ikaztegieta,%,Ikaztegieta,55.6
2023,Tasa de ocupación,Mujer,,,,Ikaztegieta,%,Ikaztegieta,61.8
2018,Tasa de ocupación,Mujer,,,,Ikaztegieta,%,Ikaztegieta,56.1
2010,Tasa de ocupación,Mujer,,,,Ikaztegieta,%,Ikaztegieta,60.4
2022,Tasa de ocupación,Mujer,,,,Ikaztegieta,%,Ikaztegieta,62.4
2016,Tasa de ocupación,Mujer,,,,Ikaztegieta,%,Ikaztegieta,53.8
2020,Tasa de ocupación,Mujer,,,,Ikaztegieta,%,Ikaztegieta,62.9
2021,Tasa de ocupación,Mujer,,,,Ikaztegieta,%,Ikaztegieta,58.3
2019,Tasa de ocupación,Mujer,,,,Irun,%,Irun,64.8
2015,Tasa de ocupación,Mujer,,,,Irun,%,Irun,61.3
2020,Tasa de ocupación,Mujer,,,,Irun,%,Irun,65.7
2021,Tasa de ocupación,Mujer,,,,Irun,%,Irun,65.9
2018,Tasa de ocupación,Mujer,,,,Irun,%,Irun,63.7
2010,Tasa de ocupación,Mujer,,,,Irun,%,Irun,58.6
2023,Tasa de ocupación,Mujer,,,,Irun,%,Irun,70.2
2016,Tasa de ocupación,Mujer,,,,Irun,%,Irun,60.4
2022,Tasa de ocupación,Mujer,,,,Irun,%,Irun,67.8
2023,Tasa de ocupación,Mujer,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,75.6
2010,Tasa de ocupación,Mujer,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,69.8
2016,Tasa de ocupación,Mujer,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,70.7
2021,Tasa de ocupación,Mujer,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,72.1
2019,Tasa de ocupación,Mujer,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,73.2
2020,Tasa de ocupación,Mujer,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,73.3
2015,Tasa de ocupación,Mujer,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,71.1
2022,Tasa de ocupación,Mujer,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,74.6
2018,Tasa de ocupación,Mujer,,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,71.4
2020,Tasa de ocupación,Mujer,,,,Irura,%,Irura,74.1
2019,Tasa de ocupación,Mujer,,,,Irura,%,Irura,71.7
2016,Tasa de ocupación,Mujer,,,,Irura,%,Irura,72.3
2018,Tasa de ocupación,Mujer,,,,Irura,%,Irura,74.0
2022,Tasa de ocupación,Mujer,,,,Irura,%,Irura,74.8
2023,Tasa de ocupación,Mujer,,,,Irura,%,Irura,77.7
2015,Tasa de ocupación,Mujer,,,,Irura,%,Irura,71.7
2010,Tasa de ocupación,Mujer,,,,Irura,%,Irura,73.8
2021,Tasa de ocupación,Mujer,,,,Irura,%,Irura,74.0
2010,Tasa de ocupación,Mujer,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,73.0
2018,Tasa de ocupación,Mujer,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,76.2
2022,Tasa de ocupación,Mujer,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,80.2
2021,Tasa de ocupación,Mujer,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,76.6
2023,Tasa de ocupación,Mujer,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,78.4
2016,Tasa de ocupación,Mujer,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,76.9
2019,Tasa de ocupación,Mujer,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,78.8
2015,Tasa de ocupación,Mujer,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,74.2
2020,Tasa de ocupación,Mujer,,,,Iruraiz-Gauna,%,Iruraiz-Gauna,76.6
2019,Tasa de ocupación,Mujer,,,,Ispaster,%,Ispaster,65.2
2021,Tasa de ocupación,Mujer,,,,Ispaster,%,Ispaster,67.5
2015,Tasa de ocupación,Mujer,,,,Ispaster,%,Ispaster,67.9
2020,Tasa de ocupación,Mujer,,,,Ispaster,%,Ispaster,67.3
2018,Tasa de ocupación,Mujer,,,,Ispaster,%,Ispaster,67.5
2010,Tasa de ocupación,Mujer,,,,Ispaster,%,Ispaster,64.2
2022,Tasa de ocupación,Mujer,,,,Ispaster,%,Ispaster,71.5
2023,Tasa de ocupación,Mujer,,,,Ispaster,%,Ispaster,72.9
2016,Tasa de ocupación,Mujer,,,,Ispaster,%,Ispaster,70.7
2018,Tasa de ocupación,Mujer,,,,Itsasondo,%,Itsasondo,70.1
2016,Tasa de ocupación,Mujer,,,,Itsasondo,%,Itsasondo,63.3
2019,Tasa de ocupación,Mujer,,,,Itsasondo,%,Itsasondo,70.2
2023,Tasa de ocupación,Mujer,,,,Itsasondo,%,Itsasondo,76.5
2021,Tasa de ocupación,Mujer,,,,Itsasondo,%,Itsasondo,71.3
2010,Tasa de ocupación,Mujer,,,,Itsasondo,%,Itsasondo,61.5
2020,Tasa de ocupación,Mujer,,,,Itsasondo,%,Itsasondo,73.7
2015,Tasa de ocupación,Mujer,,,,Itsasondo,%,Itsasondo,67.6
2022,Tasa de ocupación,Mujer,,,,Itsasondo,%,Itsasondo,75.1
2023,Tasa de ocupación,Mujer,,,,Iurreta,%,Iurreta,70.4
2021,Tasa de ocupación,Mujer,,,,Iurreta,%,Iurreta,65.6
2016,Tasa de ocupación,Mujer,,,,Iurreta,%,Iurreta,59.0
2022,Tasa de ocupación,Mujer,,,,Iurreta,%,Iurreta,68.4
2015,Tasa de ocupación,Mujer,,,,Iurreta,%,Iurreta,58.3
2020,Tasa de ocupación,Mujer,,,,Iurreta,%,Iurreta,65.9
2010,Tasa de ocupación,Mujer,,,,Iurreta,%,Iurreta,54.2
2019,Tasa de ocupación,Mujer,,,,Iurreta,%,Iurreta,63.1
2018,Tasa de ocupación,Mujer,,,,Iurreta,%,Iurreta,61.2
2015,Tasa de ocupación,Mujer,,,,Izurtza,%,Izurtza,68.0
2018,Tasa de ocupación,Mujer,,,,Izurtza,%,Izurtza,66.2
2021,Tasa de ocupación,Mujer,,,,Izurtza,%,Izurtza,73.3
2010,Tasa de ocupación,Mujer,,,,Izurtza,%,Izurtza,68.0
2022,Tasa de ocupación,Mujer,,,,Izurtza,%,Izurtza,70.2
2016,Tasa de ocupación,Mujer,,,,Izurtza,%,Izurtza,58.6
2023,Tasa de ocupación,Mujer,,,,Izurtza,%,Izurtza,75.4
2019,Tasa de ocupación,Mujer,,,,Izurtza,%,Izurtza,66.7
2020,Tasa de ocupación,Mujer,,,,Izurtza,%,Izurtza,65.2
2022,Tasa de ocupación,Mujer,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,60.8
2015,Tasa de ocupación,Mujer,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,55.6
2018,Tasa de ocupación,Mujer,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,54.8
2010,Tasa de ocupación,Mujer,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,54.9
2020,Tasa de ocupación,Mujer,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,55.8
2021,Tasa de ocupación,Mujer,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,57.5
2023,Tasa de ocupación,Mujer,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,64.8
2019,Tasa de ocupación,Mujer,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,53.9
2016,Tasa de ocupación,Mujer,,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,52.3
2020,Tasa de ocupación,Mujer,,,,Kortezubi,%,Kortezubi,78.9
2015,Tasa de ocupación,Mujer,,,,Kortezubi,%,Kortezubi,69.8
2021,Tasa de ocupación,Mujer,,,,Kortezubi,%,Kortezubi,80.3
2018,Tasa de ocupación,Mujer,,,,Kortezubi,%,Kortezubi,77.5
2023,Tasa de ocupación,Mujer,,,,Kortezubi,%,Kortezubi,77.8
2019,Tasa de ocupación,Mujer,,,,Kortezubi,%,Kortezubi,81.2
2010,Tasa de ocupación,Mujer,,,,Kortezubi,%,Kortezubi,69.8
2016,Tasa de ocupación,Mujer,,,,Kortezubi,%,Kortezubi,75.0
2022,Tasa de ocupación,Mujer,,,,Kortezubi,%,Kortezubi,78.5
2019,Tasa de ocupación,Mujer,,,,Kripan,%,Kripan,53.7
2015,Tasa de ocupación,Mujer,,,,Kripan,%,Kripan,62.7
2016,Tasa de ocupación,Mujer,,,,Kripan,%,Kripan,63.3
2010,Tasa de ocupación,Mujer,,,,Kripan,%,Kripan,52.8
2018,Tasa de ocupación,Mujer,,,,Kripan,%,Kripan,58.3
2023,Tasa de ocupación,Mujer,,,,Kripan,%,Kripan,69.1
2022,Tasa de ocupación,Mujer,,,,Kripan,%,Kripan,72.7
2020,Tasa de ocupación,Mujer,,,,Kripan,%,Kripan,58.2
2021,Tasa de ocupación,Mujer,,,,Kripan,%,Kripan,61.5
2021,Tasa de ocupación,Mujer,,,,Kuartango,%,Kuartango,66.3
2023,Tasa de ocupación,Mujer,,,,Kuartango,%,Kuartango,74.5
2010,Tasa de ocupación,Mujer,,,,Kuartango,%,Kuartango,63.3
2018,Tasa de ocupación,Mujer,,,,Kuartango,%,Kuartango,63.5
2022,Tasa de ocupación,Mujer,,,,Kuartango,%,Kuartango,73.1
2016,Tasa de ocupación,Mujer,,,,Kuartango,%,Kuartango,74.2
2019,Tasa de ocupación,Mujer,,,,Kuartango,%,Kuartango,64.9
2015,Tasa de ocupación,Mujer,,,,Kuartango,%,Kuartango,71.3
2020,Tasa de ocupación,Mujer,,,,Kuartango,%,Kuartango,70.0
2021,Tasa de ocupación,Mujer,,,,Labastida/Bastida,%,Labastida/Bastida,61.5
2018,Tasa de ocupación,Mujer,,,,Labastida/Bastida,%,Labastida/Bastida,59.0
2015,Tasa de ocupación,Mujer,,,,Labastida/Bastida,%,Labastida/Bastida,56.2
2010,Tasa de ocupación,Mujer,,,,Labastida/Bastida,%,Labastida/Bastida,56.3
2022,Tasa de ocupación,Mujer,,,,Labastida/Bastida,%,Labastida/Bastida,65.5
2016,Tasa de ocupación,Mujer,,,,Labastida/Bastida,%,Labastida/Bastida,54.7
2023,Tasa de ocupación,Mujer,,,,Labastida/Bastida,%,Labastida/Bastida,66.0
2019,Tasa de ocupación,Mujer,,,,Labastida/Bastida,%,Labastida/Bastida,61.0
2020,Tasa de ocupación,Mujer,,,,Labastida/Bastida,%,Labastida/Bastida,60.8
2015,Tasa de ocupación,Mujer,,,,Lagrán,%,Lagrán,59.2
2010,Tasa de ocupación,Mujer,,,,Lagrán,%,Lagrán,60.7
2019,Tasa de ocupación,Mujer,,,,Lagrán,%,Lagrán,62.8
2018,Tasa de ocupación,Mujer,,,,Lagrán,%,Lagrán,55.8
2022,Tasa de ocupación,Mujer,,,,Lagrán,%,Lagrán,71.4
2016,Tasa de ocupación,Mujer,,,,Lagrán,%,Lagrán,56.5
2023,Tasa de ocupación,Mujer,,,,Lagrán,%,Lagrán,63.0
2021,Tasa de ocupación,Mujer,,,,Lagrán,%,Lagrán,63.4
2020,Tasa de ocupación,Mujer,,,,Lagrán,%,Lagrán,69.8
2010,Tasa de ocupación,Mujer,,,,Laguardia,%,Laguardia,61.6
2022,Tasa de ocupación,Mujer,,,,Laguardia,%,Laguardia,70.2
2020,Tasa de ocupación,Mujer,,,,Laguardia,%,Laguardia,70.1
2023,Tasa de ocupación,Mujer,,,,Laguardia,%,Laguardia,73.0
2018,Tasa de ocupación,Mujer,,,,Laguardia,%,Laguardia,67.8
2019,Tasa de ocupación,Mujer,,,,Laguardia,%,Laguardia,69.6
2016,Tasa de ocupación,Mujer,,,,Laguardia,%,Laguardia,65.7
2015,Tasa de ocupación,Mujer,,,,Laguardia,%,Laguardia,63.6
2021,Tasa de ocupación,Mujer,,,,Laguardia,%,Laguardia,67.6
2021,Tasa de ocupación,Mujer,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,57.0
2016,Tasa de ocupación,Mujer,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,49.5
2020,Tasa de ocupación,Mujer,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,54.1
2019,Tasa de ocupación,Mujer,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,51.1
2015,Tasa de ocupación,Mujer,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,52.9
2010,Tasa de ocupación,Mujer,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,48.1
2018,Tasa de ocupación,Mujer,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,51.6
2023,Tasa de ocupación,Mujer,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,58.9
2022,Tasa de ocupación,Mujer,,,,Lanciego/Lantziego,%,Lanciego/Lantziego,57.8
2021,Tasa de ocupación,Mujer,,,,Lanestosa,%,Lanestosa,54.8
2015,Tasa de ocupación,Mujer,,,,Lanestosa,%,Lanestosa,52.7
2020,Tasa de ocupación,Mujer,,,,Lanestosa,%,Lanestosa,52.1
2016,Tasa de ocupación,Mujer,,,,Lanestosa,%,Lanestosa,43.2
2018,Tasa de ocupación,Mujer,,,,Lanestosa,%,Lanestosa,49.3
2022,Tasa de ocupación,Mujer,,,,Lanestosa,%,Lanestosa,63.2
2010,Tasa de ocupación,Mujer,,,,Lanestosa,%,Lanestosa,55.3
2019,Tasa de ocupación,Mujer,,,,Lanestosa,%,Lanestosa,50.7
2023,Tasa de ocupación,Mujer,,,,Lanestosa,%,Lanestosa,65.7
2015,Tasa de ocupación,Mujer,,,,Lantarón,%,Lantarón,57.2
2021,Tasa de ocupación,Mujer,,,,Lantarón,%,Lantarón,54.0
2023,Tasa de ocupación,Mujer,,,,Lantarón,%,Lantarón,57.9
2019,Tasa de ocupación,Mujer,,,,Lantarón,%,Lantarón,61.1
2010,Tasa de ocupación,Mujer,,,,Lantarón,%,Lantarón,52.6
2020,Tasa de ocupación,Mujer,,,,Lantarón,%,Lantarón,58.7
2016,Tasa de ocupación,Mujer,,,,Lantarón,%,Lantarón,56.8
2018,Tasa de ocupación,Mujer,,,,Lantarón,%,Lantarón,58.1
2022,Tasa de ocupación,Mujer,,,,Lantarón,%,Lantarón,57.3
2010,Tasa de ocupación,Mujer,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,59.2
2019,Tasa de ocupación,Mujer,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,59.3
2021,Tasa de ocupación,Mujer,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,58.1
2015,Tasa de ocupación,Mujer,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,59.0
2023,Tasa de ocupación,Mujer,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,66.7
2020,Tasa de ocupación,Mujer,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,60.2
2018,Tasa de ocupación,Mujer,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,60.3
2016,Tasa de ocupación,Mujer,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,60.7
2022,Tasa de ocupación,Mujer,,,,Lapuebla de Labarca,%,Lapuebla de Labarca,64.0
2021,Tasa de ocupación,Mujer,,,,Larrabetzu,%,Larrabetzu,75.9
2010,Tasa de ocupación,Mujer,,,,Larrabetzu,%,Larrabetzu,72.2
2023,Tasa de ocupación,Mujer,,,,Larrabetzu,%,Larrabetzu,79.3
2022,Tasa de ocupación,Mujer,,,,Larrabetzu,%,Larrabetzu,77.3
2015,Tasa de ocupación,Mujer,,,,Larrabetzu,%,Larrabetzu,75.4
2019,Tasa de ocupación,Mujer,,,,Larrabetzu,%,Larrabetzu,76.8
2020,Tasa de ocupación,Mujer,,,,Larrabetzu,%,Larrabetzu,77.1
2016,Tasa de ocupación,Mujer,,,,Larrabetzu,%,Larrabetzu,75.0
2018,Tasa de ocupación,Mujer,,,,Larrabetzu,%,Larrabetzu,76.3
2021,Tasa de ocupación,Mujer,,,,Larraul,%,Larraul,76.5
2022,Tasa de ocupación,Mujer,,,,Larraul,%,Larraul,82.4
2016,Tasa de ocupación,Mujer,,,,Larraul,%,Larraul,68.7
2015,Tasa de ocupación,Mujer,,,,Larraul,%,Larraul,67.6
2020,Tasa de ocupación,Mujer,,,,Larraul,%,Larraul,75.0
2018,Tasa de ocupación,Mujer,,,,Larraul,%,Larraul,75.0
2023,Tasa de ocupación,Mujer,,,,Larraul,%,Larraul,79.1
2019,Tasa de ocupación,Mujer,,,,Larraul,%,Larraul,72.7
2010,Tasa de ocupación,Mujer,,,,Larraul,%,Larraul,79.7
2022,Tasa de ocupación,Mujer,,,,Lasarte-Oria,%,Lasarte-Oria,73.4
2015,Tasa de ocupación,Mujer,,,,Lasarte-Oria,%,Lasarte-Oria,63.8
2018,Tasa de ocupación,Mujer,,,,Lasarte-Oria,%,Lasarte-Oria,68.5
2023,Tasa de ocupación,Mujer,,,,Lasarte-Oria,%,Lasarte-Oria,75.5
2021,Tasa de ocupación,Mujer,,,,Lasarte-Oria,%,Lasarte-Oria,70.6
2019,Tasa de ocupación,Mujer,,,,Lasarte-Oria,%,Lasarte-Oria,70.3
2020,Tasa de ocupación,Mujer,,,,Lasarte-Oria,%,Lasarte-Oria,70.8
2010,Tasa de ocupación,Mujer,,,,Lasarte-Oria,%,Lasarte-Oria,58.0
2016,Tasa de ocupación,Mujer,,,,Lasarte-Oria,%,Lasarte-Oria,63.9
2023,Tasa de ocupación,Mujer,,,,Laudio/Llodio,%,Laudio/Llodio,68.9
2020,Tasa de ocupación,Mujer,,,,Laudio/Llodio,%,Laudio/Llodio,64.1
2016,Tasa de ocupación,Mujer,,,,Laudio/Llodio,%,Laudio/Llodio,58.2
2010,Tasa de ocupación,Mujer,,,,Laudio/Llodio,%,Laudio/Llodio,56.3
2019,Tasa de ocupación,Mujer,,,,Laudio/Llodio,%,Laudio/Llodio,63.1
2021,Tasa de ocupación,Mujer,,,,Laudio/Llodio,%,Laudio/Llodio,64.4
2022,Tasa de ocupación,Mujer,,,,Laudio/Llodio,%,Laudio/Llodio,67.9
2018,Tasa de ocupación,Mujer,,,,Laudio/Llodio,%,Laudio/Llodio,61.8
2015,Tasa de ocupación,Mujer,,,,Laudio/Llodio,%,Laudio/Llodio,58.4
2018,Tasa de ocupación,Mujer,,,,Laukiz,%,Laukiz,67.6
2022,Tasa de ocupación,Mujer,,,,Laukiz,%,Laukiz,68.0
2019,Tasa de ocupación,Mujer,,,,Laukiz,%,Laukiz,70.6
2010,Tasa de ocupación,Mujer,,,,Laukiz,%,Laukiz,66.3
2021,Tasa de ocupación,Mujer,,,,Laukiz,%,Laukiz,67.5
2016,Tasa de ocupación,Mujer,,,,Laukiz,%,Laukiz,66.0
2020,Tasa de ocupación,Mujer,,,,Laukiz,%,Laukiz,68.3
2015,Tasa de ocupación,Mujer,,,,Laukiz,%,Laukiz,68.0
2023,Tasa de ocupación,Mujer,,,,Laukiz,%,Laukiz,75.3
2019,Tasa de ocupación,Mujer,,,,Lazkao,%,Lazkao,68.1
2018,Tasa de ocupación,Mujer,,,,Lazkao,%,Lazkao,67.2
2022,Tasa de ocupación,Mujer,,,,Lazkao,%,Lazkao,71.3
2010,Tasa de ocupación,Mujer,,,,Lazkao,%,Lazkao,58.7
2023,Tasa de ocupación,Mujer,,,,Lazkao,%,Lazkao,73.7
2015,Tasa de ocupación,Mujer,,,,Lazkao,%,Lazkao,63.1
2021,Tasa de ocupación,Mujer,,,,Lazkao,%,Lazkao,69.1
2016,Tasa de ocupación,Mujer,,,,Lazkao,%,Lazkao,64.2
2020,Tasa de ocupación,Mujer,,,,Lazkao,%,Lazkao,69.8
2019,Tasa de ocupación,Mujer,,,,Leaburu,%,Leaburu,63.6
2023,Tasa de ocupación,Mujer,,,,Leaburu,%,Leaburu,71.7
2021,Tasa de ocupación,Mujer,,,,Leaburu,%,Leaburu,64.1
2022,Tasa de ocupación,Mujer,,,,Leaburu,%,Leaburu,70.5
2016,Tasa de ocupación,Mujer,,,,Leaburu,%,Leaburu,59.6
2010,Tasa de ocupación,Mujer,,,,Leaburu,%,Leaburu,61.0
2015,Tasa de ocupación,Mujer,,,,Leaburu,%,Leaburu,56.6
2020,Tasa de ocupación,Mujer,,,,Leaburu,%,Leaburu,63.9
2018,Tasa de ocupación,Mujer,,,,Leaburu,%,Leaburu,63.1
2018,Tasa de ocupación,Mujer,,,,Legazpi,%,Legazpi,65.4
2023,Tasa de ocupación,Mujer,,,,Legazpi,%,Legazpi,72.5
2015,Tasa de ocupación,Mujer,,,,Legazpi,%,Legazpi,62.3
2016,Tasa de ocupación,Mujer,,,,Legazpi,%,Legazpi,62.5
2020,Tasa de ocupación,Mujer,,,,Legazpi,%,Legazpi,67.8
2021,Tasa de ocupación,Mujer,,,,Legazpi,%,Legazpi,67.4
2010,Tasa de ocupación,Mujer,,,,Legazpi,%,Legazpi,59.9
2019,Tasa de ocupación,Mujer,,,,Legazpi,%,Legazpi,67.7
2022,Tasa de ocupación,Mujer,,,,Legazpi,%,Legazpi,69.5
2016,Tasa de ocupación,Mujer,,,,Legorreta,%,Legorreta,66.8
2018,Tasa de ocupación,Mujer,,,,Legorreta,%,Legorreta,68.7
2021,Tasa de ocupación,Mujer,,,,Legorreta,%,Legorreta,72.2
2010,Tasa de ocupación,Mujer,,,,Legorreta,%,Legorreta,63.2
2023,Tasa de ocupación,Mujer,,,,Legorreta,%,Legorreta,74.6
2019,Tasa de ocupación,Mujer,,,,Legorreta,%,Legorreta,72.8
2020,Tasa de ocupación,Mujer,,,,Legorreta,%,Legorreta,72.3
2015,Tasa de ocupación,Mujer,,,,Legorreta,%,Legorreta,66.7
2022,Tasa de ocupación,Mujer,,,,Legorreta,%,Legorreta,74.0
2019,Tasa de ocupación,Mujer,,,,Legutio,%,Legutio,67.0
2023,Tasa de ocupación,Mujer,,,,Legutio,%,Legutio,69.6
2015,Tasa de ocupación,Mujer,,,,Legutio,%,Legutio,65.6
2018,Tasa de ocupación,Mujer,,,,Legutio,%,Legutio,69.4
2020,Tasa de ocupación,Mujer,,,,Legutio,%,Legutio,69.0
2010,Tasa de ocupación,Mujer,,,,Legutio,%,Legutio,60.0
2021,Tasa de ocupación,Mujer,,,,Legutio,%,Legutio,67.9
2022,Tasa de ocupación,Mujer,,,,Legutio,%,Legutio,72.6
2016,Tasa de ocupación,Mujer,,,,Legutio,%,Legutio,65.4
2020,Tasa de ocupación,Mujer,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,68.8
2015,Tasa de ocupación,Mujer,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,73.8
2022,Tasa de ocupación,Mujer,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,68.6
2019,Tasa de ocupación,Mujer,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,70.1
2021,Tasa de ocupación,Mujer,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,65.5
2016,Tasa de ocupación,Mujer,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,71.0
2010,Tasa de ocupación,Mujer,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,68.7
2023,Tasa de ocupación,Mujer,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,78.3
2018,Tasa de ocupación,Mujer,,,,Leintz-Gatzaga,%,Leintz-Gatzaga,71.2
2020,Tasa de ocupación,Mujer,,,,Leioa,%,Leioa,69.9
2022,Tasa de ocupación,Mujer,,,,Leioa,%,Leioa,72.1
2016,Tasa de ocupación,Mujer,,,,Leioa,%,Leioa,63.5
2023,Tasa de ocupación,Mujer,,,,Leioa,%,Leioa,74.6
2019,Tasa de ocupación,Mujer,,,,Leioa,%,Leioa,68.8
2015,Tasa de ocupación,Mujer,,,,Leioa,%,Leioa,63.4
