Year,Series,Edad,Sexo,Tipo de contrato,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2020,Tasa de ocupación,16 años y más,,,,,Loiu,%,Loiu,50.3
2018,Tasa de ocupación,16 años y más,,,,,Loiu,%,Loiu,50.9
2016,Tasa de ocupación,16 años y más,,,,,Loiu,%,Loiu,52.0
2015,Tasa de ocupación,16 años y más,,,,,Mallabia,%,Mallabia,51.9
2018,Tasa de ocupación,16 años y más,,,,,Mallabia,%,Mallabia,53.8
2019,Tasa de ocupación,16 años y más,,,,,Mallabia,%,Mallabia,52.5
2020,Tasa de ocupación,16 años y más,,,,,Mallabia,%,Mallabia,53.7
2016,Tasa de ocupación,16 años y más,,,,,Mallabia,%,Mallabia,51.3
2022,Tasa de ocupación,16 años y más,,,,,Mallabia,%,Mallabia,53.7
2010,Tasa de ocupación,16 años y más,,,,,Mallabia,%,Mallabia,55.1
2021,Tasa de ocupación,16 años y más,,,,,Mallabia,%,Mallabia,51.7
2023,Tasa de ocupación,16 años y más,,,,,Mallabia,%,Mallabia,56.1
2015,Tasa de ocupación,16 años y más,,,,,Mañaria,%,Mañaria,53.9
2010,Tasa de ocupación,16 años y más,,,,,Mañaria,%,Mañaria,51.8
2022,Tasa de ocupación,16 años y más,,,,,Mañaria,%,Mañaria,59.1
2016,Tasa de ocupación,16 años y más,,,,,Mañaria,%,Mañaria,55.3
2023,Tasa de ocupación,16 años y más,,,,,Mañaria,%,Mañaria,60.3
2020,Tasa de ocupación,16 años y más,,,,,Mañaria,%,Mañaria,60.0
2021,Tasa de ocupación,16 años y más,,,,,Mañaria,%,Mañaria,57.2
2018,Tasa de ocupación,16 años y más,,,,,Mañaria,%,Mañaria,53.7
2019,Tasa de ocupación,16 años y más,,,,,Mañaria,%,Mañaria,58.1
2010,Tasa de ocupación,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,50.9
2020,Tasa de ocupación,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,52.1
2019,Tasa de ocupación,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,51.9
2016,Tasa de ocupación,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,51.5
2023,Tasa de ocupación,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,53.1
2018,Tasa de ocupación,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,53.3
2021,Tasa de ocupación,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,50.7
2015,Tasa de ocupación,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,51.1
2022,Tasa de ocupación,16 años y más,,,,,Markina-Xemein,%,Markina-Xemein,51.9
2019,Tasa de ocupación,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,54.4
2015,Tasa de ocupación,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,54.7
2018,Tasa de ocupación,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,54.8
2020,Tasa de ocupación,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,55.6
2021,Tasa de ocupación,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,53.2
2016,Tasa de ocupación,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,55.2
2023,Tasa de ocupación,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,56.1
2010,Tasa de ocupación,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,56.4
2022,Tasa de ocupación,16 años y más,,,,,Maruri-Jatabe,%,Maruri-Jatabe,55.5
2019,Tasa de ocupación,16 años y más,,,,,Mendaro,%,Mendaro,55.8
2023,Tasa de ocupación,16 años y más,,,,,Mendaro,%,Mendaro,57.0
2010,Tasa de ocupación,16 años y más,,,,,Mendaro,%,Mendaro,56.8
2015,Tasa de ocupación,16 años y más,,,,,Mendaro,%,Mendaro,55.1
2020,Tasa de ocupación,16 años y más,,,,,Mendaro,%,Mendaro,55.4
2021,Tasa de ocupación,16 años y más,,,,,Mendaro,%,Mendaro,55.0
2022,Tasa de ocupación,16 años y más,,,,,Mendaro,%,Mendaro,56.7
2016,Tasa de ocupación,16 años y más,,,,,Mendaro,%,Mendaro,55.2
2018,Tasa de ocupación,16 años y más,,,,,Mendaro,%,Mendaro,56.3
2021,Tasa de ocupación,16 años y más,,,,,Mendata,%,Mendata,55.1
2023,Tasa de ocupación,16 años y más,,,,,Mendata,%,Mendata,54.3
2020,Tasa de ocupación,16 años y más,,,,,Mendata,%,Mendata,56.2
2010,Tasa de ocupación,16 años y más,,,,,Mendata,%,Mendata,52.1
2019,Tasa de ocupación,16 años y más,,,,,Mendata,%,Mendata,52.8
2022,Tasa de ocupación,16 años y más,,,,,Mendata,%,Mendata,55.8
2018,Tasa de ocupación,16 años y más,,,,,Mendata,%,Mendata,54.5
2016,Tasa de ocupación,16 años y más,,,,,Mendata,%,Mendata,56.9
2015,Tasa de ocupación,16 años y más,,,,,Mendata,%,Mendata,56.5
2021,Tasa de ocupación,16 años y más,,,,,Mendexa,%,Mendexa,52.3
2019,Tasa de ocupación,16 años y más,,,,,Mendexa,%,Mendexa,52.6
2016,Tasa de ocupación,16 años y más,,,,,Mendexa,%,Mendexa,51.8
2022,Tasa de ocupación,16 años y más,,,,,Mendexa,%,Mendexa,54.8
2015,Tasa de ocupación,16 años y más,,,,,Mendexa,%,Mendexa,51.9
2010,Tasa de ocupación,16 años y más,,,,,Mendexa,%,Mendexa,51.7
2020,Tasa de ocupación,16 años y más,,,,,Mendexa,%,Mendexa,52.6
2023,Tasa de ocupación,16 años y más,,,,,Mendexa,%,Mendexa,54.9
2018,Tasa de ocupación,16 años y más,,,,,Mendexa,%,Mendexa,54.6
2020,Tasa de ocupación,16 años y más,,,,,Meñaka,%,Meñaka,55.2
2022,Tasa de ocupación,16 años y más,,,,,Meñaka,%,Meñaka,53.7
2015,Tasa de ocupación,16 años y más,,,,,Meñaka,%,Meñaka,53.4
2021,Tasa de ocupación,16 años y más,,,,,Meñaka,%,Meñaka,55.3
2018,Tasa de ocupación,16 años y más,,,,,Meñaka,%,Meñaka,56.0
2023,Tasa de ocupación,16 años y más,,,,,Meñaka,%,Meñaka,54.4
2019,Tasa de ocupación,16 años y más,,,,,Meñaka,%,Meñaka,55.9
2010,Tasa de ocupación,16 años y más,,,,,Meñaka,%,Meñaka,54.1
2016,Tasa de ocupación,16 años y más,,,,,Meñaka,%,Meñaka,53.4
2015,Tasa de ocupación,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,39.5
2018,Tasa de ocupación,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,44.3
2016,Tasa de ocupación,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,38.3
2020,Tasa de ocupación,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,50.0
2022,Tasa de ocupación,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,55.3
2019,Tasa de ocupación,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,48.7
2010,Tasa de ocupación,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,40.2
2021,Tasa de ocupación,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,55.0
2023,Tasa de ocupación,16 años y más,,,,,Moreda de Álava/Moreda Araba,%,Moreda de Álava/Moreda Araba,51.9
2010,Tasa de ocupación,16 años y más,,,,,Morga,%,Morga,53.4
2015,Tasa de ocupación,16 años y más,,,,,Morga,%,Morga,51.7
2023,Tasa de ocupación,16 años y más,,,,,Morga,%,Morga,52.0
2018,Tasa de ocupación,16 años y más,,,,,Morga,%,Morga,50.1
2019,Tasa de ocupación,16 años y más,,,,,Morga,%,Morga,51.7
2020,Tasa de ocupación,16 años y más,,,,,Morga,%,Morga,51.4
2022,Tasa de ocupación,16 años y más,,,,,Morga,%,Morga,53.8
2016,Tasa de ocupación,16 años y más,,,,,Morga,%,Morga,51.1
2021,Tasa de ocupación,16 años y más,,,,,Morga,%,Morga,49.3
2021,Tasa de ocupación,16 años y más,,,,,Mundaka,%,Mundaka,48.3
2016,Tasa de ocupación,16 años y más,,,,,Mundaka,%,Mundaka,46.1
2015,Tasa de ocupación,16 años y más,,,,,Mundaka,%,Mundaka,46.3
2020,Tasa de ocupación,16 años y más,,,,,Mundaka,%,Mundaka,47.9
2018,Tasa de ocupación,16 años y más,,,,,Mundaka,%,Mundaka,47.4
2023,Tasa de ocupación,16 años y más,,,,,Mundaka,%,Mundaka,48.7
2022,Tasa de ocupación,16 años y más,,,,,Mundaka,%,Mundaka,48.3
2010,Tasa de ocupación,16 años y más,,,,,Mundaka,%,Mundaka,48.3
2019,Tasa de ocupación,16 años y más,,,,,Mundaka,%,Mundaka,47.4
2010,Tasa de ocupación,16 años y más,,,,,Mungia,%,Mungia,54.9
2023,Tasa de ocupación,16 años y más,,,,,Mungia,%,Mungia,56.1
2022,Tasa de ocupación,16 años y más,,,,,Mungia,%,Mungia,55.1
2019,Tasa de ocupación,16 años y más,,,,,Mungia,%,Mungia,55.0
2015,Tasa de ocupación,16 años y más,,,,,Mungia,%,Mungia,54.2
2016,Tasa de ocupación,16 años y más,,,,,Mungia,%,Mungia,53.2
2018,Tasa de ocupación,16 años y más,,,,,Mungia,%,Mungia,54.9
2021,Tasa de ocupación,16 años y más,,,,,Mungia,%,Mungia,54.1
2020,Tasa de ocupación,16 años y más,,,,,Mungia,%,Mungia,55.3
2020,Tasa de ocupación,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,46.8
2015,Tasa de ocupación,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,45.3
2018,Tasa de ocupación,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,46.0
2019,Tasa de ocupación,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,45.8
2023,Tasa de ocupación,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,48.0
2021,Tasa de ocupación,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,44.5
2016,Tasa de ocupación,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,44.3
2010,Tasa de ocupación,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,53.0
2022,Tasa de ocupación,16 años y más,,,,,Munitibar-Arbatzegi Gerrikaitz,%,Munitibar-Arbatzegi Gerrikaitz,47.0
2010,Tasa de ocupación,16 años y más,,,,,Murueta,%,Murueta,58.5
2020,Tasa de ocupación,16 años y más,,,,,Murueta,%,Murueta,57.2
2016,Tasa de ocupación,16 años y más,,,,,Murueta,%,Murueta,60.4
2021,Tasa de ocupación,16 años y más,,,,,Murueta,%,Murueta,55.0
2023,Tasa de ocupación,16 años y más,,,,,Murueta,%,Murueta,58.2
2019,Tasa de ocupación,16 años y más,,,,,Murueta,%,Murueta,59.1
2015,Tasa de ocupación,16 años y más,,,,,Murueta,%,Murueta,61.4
2022,Tasa de ocupación,16 años y más,,,,,Murueta,%,Murueta,54.8
2018,Tasa de ocupación,16 años y más,,,,,Murueta,%,Murueta,62.0
2021,Tasa de ocupación,16 años y más,,,,,Muskiz,%,Muskiz,50.4
2020,Tasa de ocupación,16 años y más,,,,,Muskiz,%,Muskiz,51.7
2019,Tasa de ocupación,16 años y más,,,,,Muskiz,%,Muskiz,51.6
2015,Tasa de ocupación,16 años y más,,,,,Muskiz,%,Muskiz,49.2
2016,Tasa de ocupación,16 años y más,,,,,Muskiz,%,Muskiz,49.4
2022,Tasa de ocupación,16 años y más,,,,,Muskiz,%,Muskiz,52.6
2018,Tasa de ocupación,16 años y más,,,,,Muskiz,%,Muskiz,51.0
2023,Tasa de ocupación,16 años y más,,,,,Muskiz,%,Muskiz,53.1
2010,Tasa de ocupación,16 años y más,,,,,Muskiz,%,Muskiz,51.9
2018,Tasa de ocupación,16 años y más,,,,,Mutiloa,%,Mutiloa,58.0
2020,Tasa de ocupación,16 años y más,,,,,Mutiloa,%,Mutiloa,57.6
2022,Tasa de ocupación,16 años y más,,,,,Mutiloa,%,Mutiloa,58.3
2021,Tasa de ocupación,16 años y más,,,,,Mutiloa,%,Mutiloa,56.4
2023,Tasa de ocupación,16 años y más,,,,,Mutiloa,%,Mutiloa,60.7
2019,Tasa de ocupación,16 años y más,,,,,Mutiloa,%,Mutiloa,58.9
2015,Tasa de ocupación,16 años y más,,,,,Mutiloa,%,Mutiloa,52.0
2016,Tasa de ocupación,16 años y más,,,,,Mutiloa,%,Mutiloa,57.1
2010,Tasa de ocupación,16 años y más,,,,,Mutiloa,%,Mutiloa,58.4
2020,Tasa de ocupación,16 años y más,,,,,Mutriku,%,Mutriku,51.9
2018,Tasa de ocupación,16 años y más,,,,,Mutriku,%,Mutriku,52.9
2023,Tasa de ocupación,16 años y más,,,,,Mutriku,%,Mutriku,53.4
2010,Tasa de ocupación,16 años y más,,,,,Mutriku,%,Mutriku,51.1
2019,Tasa de ocupación,16 años y más,,,,,Mutriku,%,Mutriku,52.4
2015,Tasa de ocupación,16 años y más,,,,,Mutriku,%,Mutriku,51.2
2016,Tasa de ocupación,16 años y más,,,,,Mutriku,%,Mutriku,50.7
2021,Tasa de ocupación,16 años y más,,,,,Mutriku,%,Mutriku,51.1
2022,Tasa de ocupación,16 años y más,,,,,Mutriku,%,Mutriku,54.2
2015,Tasa de ocupación,16 años y más,,,,,Muxika,%,Muxika,49.9
2023,Tasa de ocupación,16 años y más,,,,,Muxika,%,Muxika,53.6
2019,Tasa de ocupación,16 años y más,,,,,Muxika,%,Muxika,51.9
2018,Tasa de ocupación,16 años y más,,,,,Muxika,%,Muxika,51.0
2021,Tasa de ocupación,16 años y más,,,,,Muxika,%,Muxika,52.8
2020,Tasa de ocupación,16 años y más,,,,,Muxika,%,Muxika,52.6
2010,Tasa de ocupación,16 años y más,,,,,Muxika,%,Muxika,50.8
2016,Tasa de ocupación,16 años y más,,,,,Muxika,%,Muxika,50.0
2022,Tasa de ocupación,16 años y más,,,,,Muxika,%,Muxika,53.9
2015,Tasa de ocupación,16 años y más,,,,,Nabarniz,%,Nabarniz,54.7
2019,Tasa de ocupación,16 años y más,,,,,Nabarniz,%,Nabarniz,57.8
2022,Tasa de ocupación,16 años y más,,,,,Nabarniz,%,Nabarniz,57.5
2023,Tasa de ocupación,16 años y más,,,,,Nabarniz,%,Nabarniz,55.9
2018,Tasa de ocupación,16 años y más,,,,,Nabarniz,%,Nabarniz,61.5
2010,Tasa de ocupación,16 años y más,,,,,Nabarniz,%,Nabarniz,52.9
2021,Tasa de ocupación,16 años y más,,,,,Nabarniz,%,Nabarniz,55.0
2016,Tasa de ocupación,16 años y más,,,,,Nabarniz,%,Nabarniz,60.9
2020,Tasa de ocupación,16 años y más,,,,,Nabarniz,%,Nabarniz,57.6
2022,Tasa de ocupación,16 años y más,,,,,Navaridas,%,Navaridas,57.7
2023,Tasa de ocupación,16 años y más,,,,,Navaridas,%,Navaridas,53.2
2015,Tasa de ocupación,16 años y más,,,,,Navaridas,%,Navaridas,49.1
2020,Tasa de ocupación,16 años y más,,,,,Navaridas,%,Navaridas,52.0
2010,Tasa de ocupación,16 años y más,,,,,Navaridas,%,Navaridas,47.5
2016,Tasa de ocupación,16 años y más,,,,,Navaridas,%,Navaridas,43.9
2018,Tasa de ocupación,16 años y más,,,,,Navaridas,%,Navaridas,54.6
2021,Tasa de ocupación,16 años y más,,,,,Navaridas,%,Navaridas,49.5
2019,Tasa de ocupación,16 años y más,,,,,Navaridas,%,Navaridas,55.1
2016,Tasa de ocupación,16 años y más,,,,,Oiartzun,%,Oiartzun,54.9
2010,Tasa de ocupación,16 años y más,,,,,Oiartzun,%,Oiartzun,56.0
2018,Tasa de ocupación,16 años y más,,,,,Oiartzun,%,Oiartzun,56.2
2022,Tasa de ocupación,16 años y más,,,,,Oiartzun,%,Oiartzun,57.1
2021,Tasa de ocupación,16 años y más,,,,,Oiartzun,%,Oiartzun,55.8
2023,Tasa de ocupación,16 años y más,,,,,Oiartzun,%,Oiartzun,57.5
2019,Tasa de ocupación,16 años y más,,,,,Oiartzun,%,Oiartzun,56.8
2020,Tasa de ocupación,16 años y más,,,,,Oiartzun,%,Oiartzun,56.7
2015,Tasa de ocupación,16 años y más,,,,,Oiartzun,%,Oiartzun,54.6
2015,Tasa de ocupación,16 años y más,,,,,Okondo,%,Okondo,56.0
2018,Tasa de ocupación,16 años y más,,,,,Okondo,%,Okondo,56.3
2023,Tasa de ocupación,16 años y más,,,,,Okondo,%,Okondo,59.9
2020,Tasa de ocupación,16 años y más,,,,,Okondo,%,Okondo,56.5
2010,Tasa de ocupación,16 años y más,,,,,Okondo,%,Okondo,56.2
2019,Tasa de ocupación,16 años y más,,,,,Okondo,%,Okondo,56.7
2021,Tasa de ocupación,16 años y más,,,,,Okondo,%,Okondo,57.4
2016,Tasa de ocupación,16 años y más,,,,,Okondo,%,Okondo,53.3
2022,Tasa de ocupación,16 años y más,,,,,Okondo,%,Okondo,58.6
2019,Tasa de ocupación,16 años y más,,,,,Olaberria,%,Olaberria,49.7
2016,Tasa de ocupación,16 años y más,,,,,Olaberria,%,Olaberria,47.1
2021,Tasa de ocupación,16 años y más,,,,,Olaberria,%,Olaberria,50.5
2015,Tasa de ocupación,16 años y más,,,,,Olaberria,%,Olaberria,46.8
2018,Tasa de ocupación,16 años y más,,,,,Olaberria,%,Olaberria,50.0
2022,Tasa de ocupación,16 años y más,,,,,Olaberria,%,Olaberria,51.6
2020,Tasa de ocupación,16 años y más,,,,,Olaberria,%,Olaberria,51.2
2023,Tasa de ocupación,16 años y más,,,,,Olaberria,%,Olaberria,51.5
2010,Tasa de ocupación,16 años y más,,,,,Olaberria,%,Olaberria,45.3
2019,Tasa de ocupación,16 años y más,,,,,Ondarroa,%,Ondarroa,44.9
2015,Tasa de ocupación,16 años y más,,,,,Ondarroa,%,Ondarroa,42.2
2016,Tasa de ocupación,16 años y más,,,,,Ondarroa,%,Ondarroa,42.8
2010,Tasa de ocupación,16 años y más,,,,,Ondarroa,%,Ondarroa,45.1
2023,Tasa de ocupación,16 años y más,,,,,Ondarroa,%,Ondarroa,48.0
2020,Tasa de ocupación,16 años y más,,,,,Ondarroa,%,Ondarroa,45.6
2018,Tasa de ocupación,16 años y más,,,,,Ondarroa,%,Ondarroa,44.7
2022,Tasa de ocupación,16 años y más,,,,,Ondarroa,%,Ondarroa,47.5
2021,Tasa de ocupación,16 años y más,,,,,Ondarroa,%,Ondarroa,44.0
2022,Tasa de ocupación,16 años y más,,,,,Oñati,%,Oñati,53.6
2016,Tasa de ocupación,16 años y más,,,,,Oñati,%,Oñati,52.4
2021,Tasa de ocupación,16 años y más,,,,,Oñati,%,Oñati,52.5
2023,Tasa de ocupación,16 años y más,,,,,Oñati,%,Oñati,54.1
2020,Tasa de ocupación,16 años y más,,,,,Oñati,%,Oñati,53.8
2010,Tasa de ocupación,16 años y más,,,,,Oñati,%,Oñati,53.0
2019,Tasa de ocupación,16 años y más,,,,,Oñati,%,Oñati,54.7
2018,Tasa de ocupación,16 años y más,,,,,Oñati,%,Oñati,54.2
2015,Tasa de ocupación,16 años y más,,,,,Oñati,%,Oñati,53.0
2022,Tasa de ocupación,16 años y más,,,,,Ordizia,%,Ordizia,52.7
2018,Tasa de ocupación,16 años y más,,,,,Ordizia,%,Ordizia,52.1
2021,Tasa de ocupación,16 años y más,,,,,Ordizia,%,Ordizia,51.5
2010,Tasa de ocupación,16 años y más,,,,,Ordizia,%,Ordizia,50.8
2016,Tasa de ocupación,16 años y más,,,,,Ordizia,%,Ordizia,48.9
2020,Tasa de ocupación,16 años y más,,,,,Ordizia,%,Ordizia,53.3
2023,Tasa de ocupación,16 años y más,,,,,Ordizia,%,Ordizia,53.4
2019,Tasa de ocupación,16 años y más,,,,,Ordizia,%,Ordizia,52.9
2015,Tasa de ocupación,16 años y más,,,,,Ordizia,%,Ordizia,48.9
2021,Tasa de ocupación,16 años y más,,,,,Orendain,%,Orendain,67.4
2018,Tasa de ocupación,16 años y más,,,,,Orendain,%,Orendain,66.4
2023,Tasa de ocupación,16 años y más,,,,,Orendain,%,Orendain,68.5
2016,Tasa de ocupación,16 años y más,,,,,Orendain,%,Orendain,65.8
2019,Tasa de ocupación,16 años y más,,,,,Orendain,%,Orendain,61.7
2022,Tasa de ocupación,16 años y más,,,,,Orendain,%,Orendain,68.3
2015,Tasa de ocupación,16 años y más,,,,,Orendain,%,Orendain,61.3
2020,Tasa de ocupación,16 años y más,,,,,Orendain,%,Orendain,63.0
2010,Tasa de ocupación,16 años y más,,,,,Orendain,%,Orendain,53.5
2015,Tasa de ocupación,16 años y más,,,,,Orexa,%,Orexa,61.6
2019,Tasa de ocupación,16 años y más,,,,,Orexa,%,Orexa,63.4
2018,Tasa de ocupación,16 años y más,,,,,Orexa,%,Orexa,64.2
2021,Tasa de ocupación,16 años y más,,,,,Orexa,%,Orexa,57.5
2010,Tasa de ocupación,16 años y más,,,,,Orexa,%,Orexa,65.2
2016,Tasa de ocupación,16 años y más,,,,,Orexa,%,Orexa,68.7
2023,Tasa de ocupación,16 años y más,,,,,Orexa,%,Orexa,56.8
2020,Tasa de ocupación,16 años y más,,,,,Orexa,%,Orexa,61.4
2022,Tasa de ocupación,16 años y más,,,,,Orexa,%,Orexa,53.9
2019,Tasa de ocupación,16 años y más,,,,,Orio,%,Orio,57.1
2022,Tasa de ocupación,16 años y más,,,,,Orio,%,Orio,59.3
2016,Tasa de ocupación,16 años y más,,,,,Orio,%,Orio,54.7
2018,Tasa de ocupación,16 años y más,,,,,Orio,%,Orio,56.7
2023,Tasa de ocupación,16 años y más,,,,,Orio,%,Orio,59.5
2010,Tasa de ocupación,16 años y más,,,,,Orio,%,Orio,55.1
2020,Tasa de ocupación,16 años y más,,,,,Orio,%,Orio,57.0
2015,Tasa de ocupación,16 años y más,,,,,Orio,%,Orio,54.1
2021,Tasa de ocupación,16 años y más,,,,,Orio,%,Orio,55.8
2019,Tasa de ocupación,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,53.7
2010,Tasa de ocupación,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,53.7
2020,Tasa de ocupación,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,53.6
2016,Tasa de ocupación,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,54.4
2018,Tasa de ocupación,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,52.2
2015,Tasa de ocupación,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,53.8
2022,Tasa de ocupación,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,52.0
2021,Tasa de ocupación,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,51.6
2023,Tasa de ocupación,16 años y más,,,,,Ormaiztegi,%,Ormaiztegi,51.0
2010,Tasa de ocupación,16 años y más,,,,,Orozko,%,Orozko,53.6
2016,Tasa de ocupación,16 años y más,,,,,Orozko,%,Orozko,51.1
2015,Tasa de ocupación,16 años y más,,,,,Orozko,%,Orozko,52.0
2019,Tasa de ocupación,16 años y más,,,,,Orozko,%,Orozko,53.5
2022,Tasa de ocupación,16 años y más,,,,,Orozko,%,Orozko,52.3
2021,Tasa de ocupación,16 años y más,,,,,Orozko,%,Orozko,51.3
2018,Tasa de ocupación,16 años y más,,,,,Orozko,%,Orozko,51.8
2020,Tasa de ocupación,16 años y más,,,,,Orozko,%,Orozko,52.4
2023,Tasa de ocupación,16 años y más,,,,,Orozko,%,Orozko,53.8
2022,Tasa de ocupación,16 años y más,,,,,Ortuella,%,Ortuella,49.5
2018,Tasa de ocupación,16 años y más,,,,,Ortuella,%,Ortuella,47.8
2019,Tasa de ocupación,16 años y más,,,,,Ortuella,%,Ortuella,48.1
2010,Tasa de ocupación,16 años y más,,,,,Ortuella,%,Ortuella,49.8
2016,Tasa de ocupación,16 años y más,,,,,Ortuella,%,Ortuella,46.4
2020,Tasa de ocupación,16 años y más,,,,,Ortuella,%,Ortuella,49.0
2021,Tasa de ocupación,16 años y más,,,,,Ortuella,%,Ortuella,47.4
2023,Tasa de ocupación,16 años y más,,,,,Ortuella,%,Ortuella,50.6
2015,Tasa de ocupación,16 años y más,,,,,Ortuella,%,Ortuella,46.2
2018,Tasa de ocupación,16 años y más,,,,,Otxandio,%,Otxandio,54.6
2019,Tasa de ocupación,16 años y más,,,,,Otxandio,%,Otxandio,53.6
2010,Tasa de ocupación,16 años y más,,,,,Otxandio,%,Otxandio,54.7
2015,Tasa de ocupación,16 años y más,,,,,Otxandio,%,Otxandio,55.2
2016,Tasa de ocupación,16 años y más,,,,,Otxandio,%,Otxandio,53.4
2022,Tasa de ocupación,16 años y más,,,,,Otxandio,%,Otxandio,53.8
2020,Tasa de ocupación,16 años y más,,,,,Otxandio,%,Otxandio,52.3
2023,Tasa de ocupación,16 años y más,,,,,Otxandio,%,Otxandio,55.1
2021,Tasa de ocupación,16 años y más,,,,,Otxandio,%,Otxandio,52.3
2015,Tasa de ocupación,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,46.1
2010,Tasa de ocupación,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,44.2
2020,Tasa de ocupación,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,46.2
2023,Tasa de ocupación,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,51.4
2022,Tasa de ocupación,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,50.1
2016,Tasa de ocupación,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,43.7
2019,Tasa de ocupación,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,46.1
2021,Tasa de ocupación,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,48.8
2018,Tasa de ocupación,16 años y más,,,,,Oyón-Oion,%,Oyón-Oion,46.2
2016,Tasa de ocupación,16 años y más,,,,,Pasaia,%,Pasaia,47.7
2010,Tasa de ocupación,16 años y más,,,,,Pasaia,%,Pasaia,48.7
2021,Tasa de ocupación,16 años y más,,,,,Pasaia,%,Pasaia,50.8
