Year,Series,NCD,Sexo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2020,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,646.4
2011,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,750.3
2022,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,804.0
2024,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,768.8
2012,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,753.4
2016,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,833.9
2013,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,886.7
2018,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,628.2
2010,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,806.7
2014,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,635.9
2017,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,765.1
2015,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,729.8
2019,EU_SH_DTH_NCOM,,,,,ES48073,PER_100000_POP,ES48073,920.9
2012,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,540.8
2011,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,672.1
2013,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,609.2
2019,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,613.4
2015,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,569.5
2023,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,651.7
2010,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,696.4
2014,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,669.5
2016,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,548.2
2018,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,626.6
2020,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,604.3
2022,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,687.8
2024,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,636.9
2017,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,671.0
2021,EU_SH_DTH_NCOM,,,,,ES20059,PER_100000_POP,ES20059,604.8
2020,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,556.5
2018,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,599.3
2016,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,723.3
2012,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,611.9
2024,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,563.9
2014,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,834.3
2022,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,524.1
2011,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,713.2
2013,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,677.6
2015,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,790.7
2017,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,662.9
2019,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,419.2
2021,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,498.3
2023,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,547.8
2010,EU_SH_DTH_NCOM,,,,,ES20076,PER_100000_POP,ES20076,513.6
2016,EU_SH_DTH_NCOM,,,,,ES20905,PER_100000_POP,ES20905,1025.6
2014,EU_SH_DTH_NCOM,,,,,ES20905,PER_100000_POP,ES20905,1574.8
2023,EU_SH_DTH_NCOM,,,,,ES20905,PER_100000_POP,ES20905,854.7
2019,EU_SH_DTH_NCOM,,,,,ES20905,PER_100000_POP,ES20905,968.5
2021,EU_SH_DTH_NCOM,,,,,ES20905,PER_100000_POP,ES20905,428.3
2012,EU_SH_DTH_NCOM,,,,,ES20905,PER_100000_POP,ES20905,542.0
2011,EU_SH_DTH_NCOM,,,,,ES20905,PER_100000_POP,ES20905,2216.1
2015,EU_SH_DTH_NCOM,,,,,ES20905,PER_100000_POP,ES20905,1554.4
2017,EU_SH_DTH_NCOM,,,,,ES20905,PER_100000_POP,ES20905,1010.1
2020,EU_SH_DTH_NCOM,,,,,ES20905,PER_100000_POP,ES20905,458.7
2022,EU_SH_DTH_NCOM,,,,,ES20905,PER_100000_POP,ES20905,420.2
2024,EU_SH_DTH_NCOM,,,,,ES20905,PER_100000_POP,ES20905,829.9
2013,EU_SH_DTH_NCOM,,,,,ES20905,PER_100000_POP,ES20905,1049.9
2010,EU_SH_DTH_NCOM,,,,,ES20905,PER_100000_POP,ES20905,542.0
2016,EU_SH_DTH_NCOM,,,,,ES20060,PER_100000_POP,ES20060,885.0
2014,EU_SH_DTH_NCOM,,,,,ES20060,PER_100000_POP,ES20060,869.6
2012,EU_SH_DTH_NCOM,,,,,ES20060,PER_100000_POP,ES20060,1754.4
2015,EU_SH_DTH_NCOM,,,,,ES20060,PER_100000_POP,ES20060,1739.1
2022,EU_SH_DTH_NCOM,,,,,ES20060,PER_100000_POP,ES20060,1886.8
2018,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,381.8
2010,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,441.2
2016,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,388.3
2022,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,345.3
2020,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,555.6
2012,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,509.6
2011,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,373.9
2013,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,424.0
2015,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,425.4
2017,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,553.2
2019,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,393.7
2021,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,525.5
2023,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,618.8
2024,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,501.1
2014,EU_SH_DTH_NCOM,,,,,ES20061,PER_100000_POP,ES20061,551.7
2019,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,622.3
2017,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,608.1
2015,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,617.3
2011,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,461.5
2023,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,481.9
2013,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,77.2
2021,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,721.7
2010,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,687.5
2012,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,308.9
2014,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,309.7
2016,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,689.7
2018,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,917.4
2020,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,791.1
2022,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,240.4
2024,EU_SH_DTH_NCOM,,,,,ES20062,PER_100000_POP,ES20062,789.9
2011,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,472.9
2010,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,606.4
2020,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,484.7
2019,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,839.1
2021,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,510.7
2013,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,647.2
2015,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,379.7
2024,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,438.3
2023,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,293.7
2018,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,611.9
2022,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,687.4
2014,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,684.8
2012,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,767.9
2016,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,456.9
2017,EU_SH_DTH_NCOM,,,,,ES48075,PER_100000_POP,ES48075,534.9
2022,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,689.6
2014,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,654.5
2015,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,894.7
2018,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,600.1
2017,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,635.7
2010,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,809.5
2016,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,681.9
2020,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,805.8
2024,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,526.8
2012,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,761.3
2019,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,768.3
2011,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,749.6
2021,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,789.9
2013,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,666.8
2023,EU_SH_DTH_NCOM,,,,,ES48083,PER_100000_POP,ES48083,645.8
2015,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,858.4
2019,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,520.1
2022,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,455.6
2016,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,306.2
2013,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,927.7
2011,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,777.6
2023,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,454.9
2021,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,1125.7
2020,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,296.2
2018,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,527.3
2017,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,378.5
2010,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,709.8
2024,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,672.6
2014,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,855.4
2012,EU_SH_DTH_NCOM,,,,,ES48072,PER_100000_POP,ES48072,695.2
2011,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,475.4
2018,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,488.4
2010,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,658.6
2022,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,420.3
2015,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,497.0
2019,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,541.5
2023,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,537.0
2012,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,446.2
2013,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,533.8
2016,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,466.9
2017,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,377.2
2020,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,451.5
2021,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,365.3
2024,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,446.7
2014,EU_SH_DTH_NCOM,,,,,ES01043,PER_100000_POP,ES01043,470.4
2011,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,631.0
2017,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,830.8
2013,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,649.7
2015,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,769.6
2023,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,598.0
2010,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,646.3
2012,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,646.7
2014,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,573.8
2016,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,699.3
2018,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,653.9
2020,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,642.0
2022,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,640.2
2024,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,599.8
2019,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,699.9
2021,EU_SH_DTH_NCOM,,,,,ES20064,PER_100000_POP,ES20064,640.1
2011,EU_SH_DTH_NCOM,,,,,ES01044,PER_100000_POP,ES01044,1351.4
2016,EU_SH_DTH_NCOM,,,,,ES01044,PER_100000_POP,ES01044,715.6
2021,EU_SH_DTH_NCOM,,,,,ES01044,PER_100000_POP,ES01044,306.7
2015,EU_SH_DTH_NCOM,,,,,ES01044,PER_100000_POP,ES01044,711.7
2012,EU_SH_DTH_NCOM,,,,,ES01044,PER_100000_POP,ES01044,346.6
2022,EU_SH_DTH_NCOM,,,,,ES01044,PER_100000_POP,ES01044,306.7
2010,EU_SH_DTH_NCOM,,,,,ES01044,PER_100000_POP,ES01044,665.6
2013,EU_SH_DTH_NCOM,,,,,ES01044,PER_100000_POP,ES01044,352.7
2014,EU_SH_DTH_NCOM,,,,,ES01044,PER_100000_POP,ES01044,1413.4
2018,EU_SH_DTH_NCOM,,,,,ES01044,PER_100000_POP,ES01044,703.0
2020,EU_SH_DTH_NCOM,,,,,ES01044,PER_100000_POP,ES01044,328.4
2023,EU_SH_DTH_NCOM,,,,,ES01044,PER_100000_POP,ES01044,307.7
2024,EU_SH_DTH_NCOM,,,,,ES01044,PER_100000_POP,ES01044,307.7
2023,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,584.1
2017,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,478.0
2021,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,378.2
2019,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,524.9
2018,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,364.7
2024,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,467.4
2022,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,337.5
2014,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,543.8
2013,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,316.2
2020,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,560.3
2011,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,725.8
2016,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,343.5
2010,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,340.9
2015,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,616.6
2012,EU_SH_DTH_NCOM,,,,,ES48077,PER_100000_POP,ES48077,498.3
2023,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,709.0
2018,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,748.4
2014,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,706.5
2021,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,810.7
2017,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,773.2
2010,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,652.4
2015,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,760.7
2012,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,705.5
2019,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,775.4
2016,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,789.7
2013,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,780.3
2024,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,826.9
2011,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,650.9
2022,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,793.0
2020,EU_SH_DTH_NCOM,,,,,ES48078,PER_100000_POP,ES48078,775.3
2013,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,478.3
2024,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,568.9
2020,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,378.2
2021,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,572.2
2017,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,576.9
2012,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,276.1
2010,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,788.8
2011,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,140.3
2022,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,446.4
2014,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,539.1
2015,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,267.9
2018,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,574.5
2019,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,379.6
2023,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,506.0
2016,EU_SH_DTH_NCOM,,,,,ES01047,PER_100000_POP,ES01047,329.1
2023,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,1388.9
2013,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,2409.6
2011,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,617.3
2015,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,1814.9
2024,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,2127.7
2012,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,2870.8
2016,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,3071.0
2019,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,2505.2
2020,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,2626.6
2010,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,1526.7
2014,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,1459.9
2017,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,4149.4
2018,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,2105.3
2021,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,1358.2
2022,EU_SH_DTH_NCOM,,,,,ES01052,PER_100000_POP,ES01052,3040.5
2016,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,1089.9
2013,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,798.4
2012,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,267.7
2017,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,956.9
2020,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,1234.6
2014,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,404.6
2023,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,1243.1
2024,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,1250.0
2015,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,407.1
2011,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,814.7
2010,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,1223.7
2021,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,820.8
2019,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,820.2
2022,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,1355.0
2018,EU_SH_DTH_NCOM,,,,,ES01053,PER_100000_POP,ES01053,545.3
2018,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,742.3
2020,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,650.6
2023,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,679.7
2016,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,647.6
2012,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,699.2
2015,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,798.6
2019,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,787.9
2011,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,630.5
2021,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,714.3
2022,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,707.7
2010,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,642.5
2014,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,678.3
2024,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,671.2
2013,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,620.5
2017,EU_SH_DTH_NCOM,,,,,ES48082,PER_100000_POP,ES48082,680.8
2014,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,936.1
2012,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,403.9
2020,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,531.7
2010,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,885.6
2022,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,813.0
2018,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,795.0
2016,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,867.8
2024,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,271.6
2011,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,807.5
2013,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,739.5
2015,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,800.5
2017,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,801.6
2019,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,785.3
2021,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,743.5
2023,EU_SH_DTH_NCOM,,,,,ES20070,PER_100000_POP,ES20070,824.7
2020,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,823.8
2010,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,950.7
2015,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,885.8
2017,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,723.7
2021,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,807.7
2012,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,793.3
2013,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,780.7
2011,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,787.4
2024,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,784.9
2019,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,878.8
2016,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,797.2
2018,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,874.1
2023,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,703.6
2014,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,938.0
2022,EU_SH_DTH_NCOM,,,,,ES48084,PER_100000_POP,ES48084,835.1
2014,EU_SH_DTH_NCOM,,,,,ES48904,PER_100000_POP,ES48904,466.3
2022,EU_SH_DTH_NCOM,,,,,ES48904,PER_100000_POP,ES48904,796.8
2015,EU_SH_DTH_NCOM,,,,,ES48904,PER_100000_POP,ES48904,738.2
2010,EU_SH_DTH_NCOM,,,,,ES48904,PER_100000_POP,ES48904,847.7
2013,EU_SH_DTH_NCOM,,,,,ES48904,PER_100000_POP,ES48904,952.9
2012,EU_SH_DTH_NCOM,,,,,ES48904,PER_100000_POP,ES48904,733.2
2017,EU_SH_DTH_NCOM,,,,,ES48904,PER_100000_POP,ES48904,581.2
2016,EU_SH_DTH_NCOM,,,,,ES48904,PER_100000_POP,ES48904,918.8
2023,EU_SH_DTH_NCOM,,,,,ES48904,PER_100000_POP,ES48904,550.5
